Month,Transaction,Smartcard.Type,Action.Reason,Number.of.transactions
2018-03,Replace Smartcard,Photo Identification Card,Managers Approval,19
2018-03,Replace Smartcard,Marine Licence Ind Card,Managers Approval,5
2018-03,Replace Smartcard,Driver Licence Card,Merged,2
2018-04,Replace Smartcard,Photo Identification Card,Change Customer Details,144
2018-04,Replace Smartcard,Marine Licence Ind Card,Managers Approval,8
2018-04,Replace Smartcard,Marine Licence Ind Card,Condition Change,1
2018-05,Replace Smartcard,Photo Identification Card,Managers Approval,16
2018-05,Replace Smartcard,Marine Licence Ind Card,Managers Approval,6
2018-06,Replace Smartcard,Photo Identification Card,Stolen,64
2018-06,Replace Smartcard,Photo Identification Card,Damaged,28
2018-05,Replace Smartcard,Photo Identification Card,Expired,5
2018-06,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,7
2018-06,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,35
2018-07,Replace Smartcard,Driver Licence Card,Stolen,1218
2018-07,Replace Smartcard,Photo Identification Card,Damaged,36
2018-07,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,97
2018-07,Replace Smartcard,Driver Licence Card,Managers Approval,206
2018-07,Replace Smartcard,Marine Licence Ind Card,Damaged,1
2018-07,Replace Smartcard,Industry Authority Card,Stolen,3
2018-07,Replace Smartcard,Industry Authority Card,Destroyed,2
2018-07,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,1
2018-08,Replace Smartcard,Driver Licence Card,Condition Change,3608
2018-08,Replace Smartcard,Driver Licence Card,Managers Approval,193
2018-08,Replace Smartcard,Industry Authority Card,Stolen,11
2018-08,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,5
2018-08,Replace Smartcard,Industry Authority Card,Change Customer Details,35
2018-08,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,16
2018-09,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,22
2018-09,Replace Smartcard,Photo Identification Card,Faulty,9
2018-09,Replace Smartcard,Marine Licence Ind Card,Lost,11
2018-09,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,9
2018-10,Replace Smartcard,Photo Identification Card,Managers Approval,19
2018-10,Replace Smartcard,Driver Licence Card,Damaged,29
2018-09,Replace Smartcard,Marine Licence Ind Card,Facial Image Is Not A True Likeness,1
2018-10,Replace Smartcard,Driver Licence Card,Faulty,24
2018-10,Replace Smartcard,Photo Identification Card,Destroyed,8
2018-11,Replace Smartcard,Industry Authority Card,Change Customer Details,28
2018-11,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,32
2018-11,Replace Smartcard,Photo Identification Card,Damaged,29
2018-12,Replace Smartcard,Photo Identification Card,Stolen,61
2018-12,Replace Smartcard,Photo Identification Card,Faulty,2
2018-12,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,1
2019-01,Replace Smartcard,Industry Authority Card,Change Customer Details,41
2019-01,Replace Smartcard,Driver Licence Card,Faulty,16
2019-01,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,9
2019-01,Replace Smartcard,Industry Authority Card,Lost,53
2019-01,Replace Smartcard,Marine Licence Ind Card,Condition Change,3
2019-01,Replace Smartcard,Photo Identification Card,Managers Approval,41
2019-01,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,12
2019-01,Replace Smartcard,Marine Licence Ind Card,Stolen,4
2019-02,Replace Smartcard,Photo Identification Card,Stolen,66
2019-02,Replace Smartcard,Photo Identification Card,Damaged,24
2019-02,Replace Smartcard,Marine Licence Ind Card,Faulty,1
2019-03,Replace Smartcard,Marine Licence Ind Card,Destroyed,1
2019-03,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,1
2019-04,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,3
2019-04,Replace Smartcard,Photo Identification Card,Expired,12
2019-08,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,3
2019-08,Replace Smartcard,Industry Authority Card,Destroyed,1
2020-01,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1655
2020-01,Replace Smartcard,Driver Licence Card,Faulty,11
2020-05,Replace Smartcard,Marine Licence Ind Card,Damaged,1
2020-08,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,3
2020-12,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2021-01,Replace Smartcard,Marine Licence Ind Card,Destroyed,1
2021-04,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,1
2021-11,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,1
2021-12,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,1
2019-03,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1443
2019-03,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,56
2019-03,Replace Smartcard,Driver Licence Card,Disaster Relief,11
2019-03,Replace Smartcard,Marine Licence Ind Card,Lost,9
2019-03,Replace Smartcard,Industry Authority Card,Managers Approval,20
2019-03,Replace Smartcard,Photo Identification Card,Faulty,3
2019-03,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,34
2019-03,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,16
2019-03,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,31
2019-03,Replace Smartcard,Industry Authority Card,Stolen,7
2019-03,Replace Smartcard,Industry Authority Card,Destroyed,1
2019-04,Replace Smartcard,Driver Licence Card,Managers Approval,179
2019-05,Replace Smartcard,Photo Identification Card,Lost,577
2019-05,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,7
2019-04,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,8
2019-05,Replace Smartcard,Industry Authority Card,Merged,1
2019-06,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,43
2019-06,Replace Smartcard,Industry Authority Card,Stolen,11
2019-06,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2019-06,Replace Smartcard,Marine Licence Ind Card,Destroyed,2
2019-07,Replace Smartcard,Driver Licence Card,Condition Change,3678
2019-07,Replace Smartcard,Driver Licence Card,Managers Approval,246
2019-07,Replace Smartcard,Industry Authority Card,Condition Change,4
2019-07,Replace Smartcard,Marine Licence Ind Card,Managers Approval,4
2019-09,Replace Smartcard,Driver Licence Card,Lost,4838
2019-08,Replace Smartcard,Photo Identification Card,Stolen,73
2019-08,Replace Smartcard,Marine Licence Ind Card,Lost,14
2019-09,Replace Smartcard,Driver Licence Card,Damaged,24
2019-08,Replace Smartcard,Driver Licence Card,Faulty,22
2019-08,Replace Smartcard,Photo Identification Card,Faulty,12
2019-09,Replace Smartcard,Driver Licence Card,Merged,2
2019-10,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1838
2019-10,Replace Smartcard,Photo Identification Card,Lost,594
2019-10,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,78
2019-10,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,83
2019-10,Replace Smartcard,Marine Licence Ind Card,Destroyed,2
2019-11,Replace Smartcard,Photo Identification Card,Change Customer Details,193
2019-11,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,18
2019-11,Replace Smartcard,Photo Identification Card,Managers Approval,35
2019-12,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,95
2019-12,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,27
2019-12,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,5
2019-12,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,9
2019-12,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,3
2020-02,Replace Smartcard,Driver Licence Card,Stolen,1240
2020-02,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,27
2020-02,Replace Smartcard,Photo Identification Card,Expired,12
2020-02,Replace Smartcard,Photo Identification Card,Faulty,3
2020-04,Replace Smartcard,Driver Licence Card,Lost,3624
2020-04,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1234
2020-04,Replace Smartcard,Driver Licence Card,Managers Approval,173
2020-04,Replace Smartcard,Driver Licence Card,Faulty,11
2020-03,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,17
2020-03,Replace Smartcard,Photo Identification Card,Damaged,24
2020-03,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,3
2020-04,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,1
2020-05,Replace Smartcard,Driver Licence Card,Stolen,786
2020-05,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1123
2020-05,Replace Smartcard,Photo Identification Card,Faulty,4
2020-05,Replace Smartcard,Industry Authority Card,Managers Approval,7
2020-05,Replace Smartcard,Photo Identification Card,Damaged,25
2020-06,Replace Smartcard,Driver Licence Card,Change Customer Details,1740
2020-06,Replace Smartcard,Photo Identification Card,Lost,550
2020-06,Replace Smartcard,Photo Identification Card,Faulty,4
2020-06,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2020-06,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2020-07,Replace Smartcard,Photo Identification Card,Faulty,3
2020-07,Replace Smartcard,Industry Authority Card,Stolen,8
2020-07,Replace Smartcard,Industry Authority Card,Damaged,1
2020-08,Replace Smartcard,Photo Identification Card,Stolen,73
2020-09,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,22
2020-09,Replace Smartcard,Photo Identification Card,Destroyed,16
2020-09,Replace Smartcard,Marine Licence Ind Card,Stolen,2
2020-08,Replace Smartcard,Industry Authority Card,Faulty,1
2020-10,Replace Smartcard,Driver Licence Card,Condition Change,3477
2020-10,Replace Smartcard,Industry Authority Card,Change Customer Details,39
2020-10,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,75
2020-10,Replace Smartcard,Industry Authority Card,Managers Approval,22
2020-10,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,21
2020-10,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,52
2020-11,Replace Smartcard,Photo Identification Card,Lost,610
2020-11,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,142
2020-11,Replace Smartcard,Driver Licence Card,Managers Approval,185
2020-11,Replace Smartcard,Industry Authority Card,Merged,1
2020-11,Replace Smartcard,Industry Authority Card,Managers Approval,15
2020-11,Replace Smartcard,Industry Authority Card,Condition Change,2
2020-11,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,2
2020-12,Replace Smartcard,Driver Licence Card,Change Customer Details,1945
2020-12,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,27
2020-12,Replace Smartcard,Driver Licence Card,Stolen,1134
2020-12,Replace Smartcard,Driver Licence Card,Faulty,9
2020-12,Replace Smartcard,Industry Authority Card,Condition Change,12
2020-12,Replace Smartcard,Marine Licence Ind Card,Destroyed,4
2021-01,Replace Smartcard,Driver Licence Card,Condition Change,3206
2021-01,Replace Smartcard,Driver Licence Card,Change Customer Details,1982
2021-01,Replace Smartcard,Photo Identification Card,Stolen,49
2021-01,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,54
2021-01,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,85
2021-01,Replace Smartcard,Industry Authority Card,Managers Approval,18
2011-02,Replace Smartcard,Driver Licence Card,Lost,66
2010-12,Replace Smartcard,Driver Licence Card,Change Customer Details,28
2010-11,Replace Smartcard,Driver Licence Card,Lost,63
2011-04,Replace Smartcard,Driver Licence Card,Damaged,25
2011-01,Replace Smartcard,Driver Licence Card,Condition Change,23
2011-03,Replace Smartcard,Driver Licence Card,Lost,131
2011-04,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,56
2010-11,Replace Smartcard,Driver Licence Card,Stolen,25
2010-11,Replace Smartcard,Driver Licence Card,Condition Change,19
2011-02,Replace Smartcard,Driver Licence Card,Change Customer Details,42
2010-11,Replace Smartcard,Industry Authority Card,Change Customer Details,1
2011-01,Replace Smartcard,Driver Licence Card,Faulty,9
2011-06,Replace Smartcard,Industry Authority Card,Stolen,8
2010-12,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,4
2011-01,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,4
2011-03,Replace Smartcard,Driver Licence Card,Defective,1
2011-03,Replace Smartcard,Driver Licence Card,Disaster Relief,1
2011-04,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,1
2011-02,Replace Smartcard,Marine Licence Ind Card,Lost,1
2010-11,Replace Smartcard,Photo Identification Card,Change Customer Details,2
2011-03,Replace Smartcard,Driver Licence Card,Destroyed,2
2011-05,Replace Smartcard,Driver Licence Card,Destroyed,10
2011-05,Replace Smartcard,Industry Authority Card,Change Customer Details,4
2010-11,Replace Smartcard,Photo Identification Card,Stolen,3
2011-06,Replace Smartcard,Industry Authority Card,Damaged,1
2011-06,Replace Smartcard,Marine Licence Ind Card,Condition Change,1
2011-07,Replace Smartcard,Photo Identification Card,Damaged,12
2011-07,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,1
2011-08,Replace Smartcard,Driver Licence Card,Faulty,66
2011-09,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,14
2011-09,Replace Smartcard,Driver Licence Card,Faulty,177
2011-09,Replace Smartcard,Industry Authority Card,Lost,32
2011-09,Replace Smartcard,Industry Authority Card,Condition Change,3
2011-09,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,8
2011-09,Replace Smartcard,Industry Authority Card,Damaged,1
2011-10,Replace Smartcard,Driver Licence Card,Condition Change,1199
2011-10,Replace Smartcard,Driver Licence Card,Lost,3226
2011-10,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,162
2011-10,Replace Smartcard,Driver Licence Card,Destroyed,36
2011-10,Replace Smartcard,Photo Identification Card,Stolen,99
2011-10,Replace Smartcard,Industry Authority Card,Stolen,15
2011-10,Replace Smartcard,Marine Licence Ind Card,Condition Change,1
2011-11,Replace Smartcard,Industry Authority Card,Lost,35
2011-11,Replace Smartcard,Photo Identification Card,Faulty,10
2011-12,Replace Smartcard,Driver Licence Card,Condition Change,1239
2011-12,Replace Smartcard,Driver Licence Card,Stolen,1399
2011-12,Replace Smartcard,Driver Licence Card,Change Customer Details,2011
2011-12,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,175
2011-12,Replace Smartcard,Photo Identification Card,Faulty,7
2011-12,Replace Smartcard,Driver Licence Card,Defective,12
2011-12,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,6
2011-12,Replace Smartcard,Photo Identification Card,Managers Approval,15
2011-12,Replace Smartcard,Photo Identification Card,Defective,2
2011-12,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,1
2012-01,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,28
2012-01,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,13
2012-01,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,4
2012-01,Replace Smartcard,Photo Identification Card,Defective,2
2012-02,Replace Smartcard,Driver Licence Card,Change Customer Details,2199
2012-02,Replace Smartcard,Industry Authority Card,Change Customer Details,25
2012-02,Replace Smartcard,Industry Authority Card,Lost,50
2012-03,Replace Smartcard,Driver Licence Card,Lost,4210
2012-03,Replace Smartcard,Industry Authority Card,Managers Approval,32
2012-03,Replace Smartcard,Photo Identification Card,Managers Approval,26
2012-03,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,2
2012-03,Replace Smartcard,Driver Licence Card,Merged,1
2012-03,Replace Smartcard,Marine Licence Ind Card,Lost,2
2012-04,Replace Smartcard,Industry Authority Card,Faulty,6
2012-04,Replace Smartcard,Photo Identification Card,Destroyed,11
2012-04,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2012-04,Replace Smartcard,Industry Authority Card,Condition Change,2
